,Benchmark,Processor ,# Cores Per Chip,Processor MHz,perf_per_chip
7463,CINT2006,Intel Core i7-4650U,2.0,1700,46.5
7503,CINT2006,Intel Xeon 5160,2.0,3000,10.3
5962,CINT2006,Intel Xeon 5160,2.0,3000,10.45
6573,CINT2006,Intel Xeon 5160,2.0,3000,10.4
409,CINT2006,Intel Xeon 5160,2.0,3000,10.5
431,CINT2006,Intel Xeon 5160,2.0,3000,17.4
533,CINT2006,Intel Xeon 5160,2.0,3000,17.4
4057,CINT2006,Intel Xeon 5160,2.0,3000,11.6
3536,CINT2006,Intel Xeon 5160,2.0,3000,8.65
3473,CINT2006,Intel Xeon 5160,2.0,3000,8.45
7485,CINT2006,Intel Xeon 5160,2.0,3000,10.35
7516,CINT2006,Intel Xeon 5160,2.0,3000,10.5
7517,CINT2006,Intel Xeon 5160,2.0,3000,8.95
7533,CINT2006,Intel Xeon 5160,2.0,3000,10.5
7534,CINT2006,Intel Xeon 5160,2.0,3000,8.95
701,CINT2006,Intel Xeon 5160,2.0,3000,8.3
6128,CINT2006,Intel Xeon 5160,2.0,3000,10.4
8199,CINT2006,Intel Xeon 5160,2.0,3000,8.7
8130,CINT2006,Intel Xeon 5160,2.0,3000,10.5
1258,CINT2006,Intel Xeon 5160,2.0,3000,16.3
8039,CINT2006,Intel Xeon 5160,2.0,3000,10.5
1215,CINT2006,Intel Xeon 5160,2.0,3000,18.1
1214,CINT2006,Intel Xeon 5160,2.0,3000,20.2
624,CINT2006,Intel Xeon 7140M,2.0,3400,11.2
791,CINT2006,Intel Xeon 7140M,2.0,3400,11.2
4147,CINT2006,Intel Xeon 7140M,2.0,3400,12.8
7551,CINT2006,Intel Xeon 7140M,2.0,3400,3.2
7549,CINT2006,Intel Xeon 7140M,2.0,3400,3.2
5169,CINT2006,Intel Xeon E5-2630,6.0,2300,21.75
4348,CINT2006,Intel Xeon E5-2630,6.0,2300,21.6
5023,CINT2006,Intel Xeon E5-2630,6.0,2300,21.65
5456,CINT2006,Intel Xeon E5-2630,6.0,2300,21.65
5565,CINT2006,Intel Xeon E5-2630,6.0,2300,21.45
5670,CINT2006,Intel Xeon E5-2630,6.0,2300,21.6
5915,CINT2006,Intel Xeon E5-2630,6.0,2300,21.6
1061,CINT2006,Intel Xeon E5-2630,6.0,2300,21.75
4794,CINT2006,Intel Xeon E5-2630,6.0,2300,21.8
4523,CINT2006,Intel Xeon E5-2630,6.0,2300,21.75
4390,CINT2006,Intel Xeon E5-2630,6.0,2300,21.8
498,CINT2006,Intel Xeon E5-2630,6.0,2300,21.25
5039,CINT2006,Intel Xeon E5-2630,6.0,2300,21.8
2962,CINT2006,Intel Xeon E5-2630,6.0,2300,21.7
4107,CINT2006,Intel Xeon E5-2630,6.0,2300,21.4
736,CINT2006,Intel Xeon E5-2630,6.0,2300,21.5
2756,CINT2006,Intel Xeon E5-2630,6.0,2300,21.75
3140,CINT2006,Intel Xeon E5-2630,6.0,2300,21.9
3173,CINT2006,Intel Xeon E5-2630,6.0,2300,21.7
3412,CINT2006,Intel Xeon E5-2630,6.0,2300,21.7
2720,CINT2006,Intel Xeon E5-2630,6.0,2300,21.75
800,CINT2006,Intel Xeon E5-2630,6.0,2300,21.65
2364,CINT2006,Intel Xeon E5-2630,6.0,2300,21.5
6035,CINT2006,Intel Xeon E5-2630,6.0,2300,21.55
1971,CINT2006,Intel Xeon E5-2630,6.0,2300,21.3
1871,CINT2006,Intel Xeon E5-2630,6.0,2300,21.25
600,CINT2006,Intel Xeon E5-2630,6.0,2300,21.3
3891,CINT2006,Intel Xeon E5-2630,6.0,2300,21.7
4036,CINT2006,Intel Xeon E5-2630,6.0,2300,21.55
2856,CINT2006,Intel Xeon E5-2630,6.0,2300,21.75
1512,CINT2006,Intel Xeon E5-2630,6.0,2300,21.5
3,CINT2006,Intel Xeon E5-2630,6.0,2300,20.75
955,CINT2006,Intel Xeon E5-2630,6.0,2300,21.9
8591,CINT2006,Intel Xeon E5-2630,6.0,2300,21.35
6199,CINT2006,Intel Xeon E5-2630,6.0,2300,21.55
6198,CINT2006,Intel Xeon E5-2630 v2,6.0,2600,25.2
4877,CINT2006,Intel Xeon E5-2630 v2,6.0,2600,25.05
4795,CINT2006,Intel Xeon E5-2630 v2,6.0,2600,24.85
1993,CINT2006,Intel Xeon E5-2630 v2,6.0,2600,25.2
4504,CINT2006,Intel Xeon E5-2630 v2,6.0,2600,25.5
4112,CINT2006,Intel Xeon E5-2630 v2,6.0,2600,25.2
7312,CINT2006,Intel Xeon E5-2630 v2,6.0,2600,24.95
3897,CINT2006,Intel Xeon E5-2630 v2,6.0,2600,25.35
2363,CINT2006,Intel Xeon E5-2630 v2,6.0,2600,25.1
799,CINT2006,Intel Xeon E5-2630 v2,6.0,2600,24.05
3428,CINT2006,Intel Xeon E5-2630 v2,6.0,2600,25.2
7589,CINT2006,Intel Xeon E5-2630 v2,6.0,2600,25.2
3189,CINT2006,Intel Xeon E5-2630 v2,6.0,2600,25.2
3156,CINT2006,Intel Xeon E5-2630 v2,6.0,2600,25.15
7813,CINT2006,Intel Xeon E5-2630 v2,6.0,2600,25.15
2736,CINT2006,Intel Xeon E5-2630 v2,6.0,2600,25.25
2978,CINT2006,Intel Xeon E5-2630 v2,6.0,2600,25.2
7832,CINT2006,Intel Xeon E5-2630 v2,6.0,2600,25.15
4931,CINT2006,Intel Xeon E5-2630 v2,6.0,2600,24.85
5014,CINT2006,Intel Xeon E5-2630 v2,6.0,2600,25.05
4382,CINT2006,Intel Xeon E5-2630 v2,6.0,2600,25.05
2772,CINT2006,Intel Xeon E5-2630 v2,6.0,2600,25.2
5038,CINT2006,Intel Xeon E5-2630 v2,6.0,2600,24.85
5587,CINT2006,Intel Xeon E5-2630 v2,6.0,2600,25.2
5914,CINT2006,Intel Xeon E5-2630 v2,6.0,2600,25.2
1060,CINT2006,Intel Xeon E5-2630 v2,6.0,2600,24.0
6034,CINT2006,Intel Xeon E5-2630 v2,6.0,2600,25.25
5669,CINT2006,Intel Xeon E5-2630 v2,6.0,2600,25.35
6232,CINT2006,Intel Xeon E5-2630 v2,6.0,2600,25.3
1870,CINT2006,Intel Xeon E5-2630 v2,6.0,2600,25.1
6243,CINT2006,Intel Xeon E5-2630 v2,6.0,2600,25.3
3005,CINT2006,Intel Xeon E5-2630 v3,8.0,2400,29.3
7294,CINT2006,Intel Xeon E5-2630 v3,8.0,2400,29.0
8563,CINT2006,Intel Xeon E5-2630 v3,8.0,2400,29.1
3985,CINT2006,Intel Xeon E5-2630 v3,8.0,2400,29.3
3914,CINT2006,Intel Xeon E5-2630 v3,8.0,2400,29.45
5292,CINT2006,Intel Xeon E5-2630 v3,8.0,2400,29.25
8016,CINT2006,Intel Xeon E5-2630 v3,8.0,2400,29.35
7340,CINT2006,Intel Xeon E5-2630 v3,8.0,2400,29.0
1083,CINT2006,Intel Xeon E5-2630 v3,8.0,2400,29.05
2835,CINT2006,Intel Xeon E5-2630 v3,8.0,2400,29.5
7410,CINT2006,Intel Xeon E5-2630 v3,8.0,2400,29.35
4082,CINT2006,Intel Xeon E5-2630 v3,8.0,2400,29.35
7864,CINT2006,Intel Xeon E5-2630 v3,8.0,2400,29.3
7637,CINT2006,Intel Xeon E5-2630 v3,8.0,2400,29.5
7844,CINT2006,Intel Xeon E5-2630 v3,8.0,2400,29.5
3045,CINT2006,Intel Xeon E5-2630 v3,8.0,2400,29.05
2555,CINT2006,Intel Xeon E5-2630 v3,8.0,2400,29.65
5239,CINT2006,Intel Xeon E5-2630 v3,8.0,2400,29.25
6985,CINT2006,Intel Xeon E5-2630 v3,8.0,2400,29.15
4546,CINT2006,Intel Xeon E5-2630 v3,8.0,2400,29.2
8111,CINT2006,Intel Xeon E5-2630 v3,8.0,2400,25.2
4957,CINT2006,Intel Xeon E5-2630 v3,8.0,2400,29.8
5058,CINT2006,Intel Xeon E5-2630 v3,8.0,2400,29.25
7111,CINT2006,Intel Xeon E5-2630 v3,8.0,2400,29.2
980,CINT2006,Intel Xeon E5-2630 v3,8.0,2400,29.25
4819,CINT2006,Intel Xeon E5-2630 v3,8.0,2400,28.9
1349,CINT2006,Intel Xeon E5-2630 v3,8.0,2400,28.75
4711,CINT2006,Intel Xeon E5-2630 v3,8.0,2400,29.75
4639,CINT2006,Intel Xeon E5-2630 v3,8.0,2400,29.35
4547,CINT2006,Intel Xeon E5-2630 v3,8.0,2400,28.85
7258,CINT2006,Intel Xeon E5-2630 v3,8.0,2400,29.45
5185,CINT2006,Intel Xeon E5-2630 v3,8.0,2400,29.5
4017,CINT2006,Intel Xeon E5-2630 v3,8.0,2400,29.25
4414,CINT2006,Intel Xeon E5-2630 v3,8.0,2400,29.35
827,CINT2006,Intel Xeon E5-2630 v3,8.0,2400,29.25
4200,CINT2006,Intel Xeon E5-2630 v3,8.0,2400,29.4
7166,CINT2006,Intel Xeon E5-2630 v3,8.0,2400,28.9
4291,CINT2006,Intel Xeon E5-2630 v3,8.0,2400,29.65
7238,CINT2006,Intel Xeon E5-2630 v3,8.0,2400,29.45
2790,CINT2006,Intel Xeon E5-2630 v3,8.0,2400,29.5
2008,CINT2006,Intel Xeon E5-2630 v3,8.0,2400,29.2
8515,CINT2006,Intel Xeon E5-2630 v4,10.0,2200,32.0
7887,CINT2006,Intel Xeon E5-2630 v4,10.0,2200,31.7
2009,CINT2006,Intel Xeon E5-2630 v4,10.0,2200,31.85
8502,CINT2006,Intel Xeon E5-2630 v4,10.0,2200,31.85
981,CINT2006,Intel Xeon E5-2630 v4,10.0,2200,31.6
7917,CINT2006,Intel Xeon E5-2630 v4,10.0,2200,31.65
2598,CINT2006,Intel Xeon E5-2630 v4,10.0,2200,31.5
1900,CINT2006,Intel Xeon E5-2630 v4,10.0,2200,31.35
8576,CINT2006,Intel Xeon E5-2630 v4,10.0,2200,31.9
1084,CINT2006,Intel Xeon E5-2630 v4,10.0,2200,31.45
8022,CINT2006,Intel Xeon E5-2630 v4,10.0,2200,31.65
2397,CINT2006,Intel Xeon E5-2630 v4,10.0,2200,31.35
7910,CINT2006,Intel Xeon E5-2630 v4,10.0,2200,31.7
2576,CINT2006,Intel Xeon E5-2630 v4,10.0,2200,31.6
7894,CINT2006,Intel Xeon E5-2630 v4,10.0,2200,31.65
2057,CINT2006,Intel Xeon E5-2630 v4,10.0,2200,31.85
3824,CINT2006,Intel Xeon E5-2630 v4,10.0,2200,32.65
3024,CINT2006,Intel Xeon E5-2630 v4,10.0,2200,31.5
6325,CINT2006,Intel Xeon E5-2630 v4,10.0,2200,31.8
6330,CINT2006,Intel Xeon E5-2630 v4,10.0,2200,31.85
6331,CINT2006,Intel Xeon E5-2630 v4,10.0,2200,31.85
6338,CINT2006,Intel Xeon E5-2630 v4,10.0,2200,31.75
6345,CINT2006,Intel Xeon E5-2630 v4,10.0,2200,31.85
5336,CINT2006,Intel Xeon E5-2630 v4,10.0,2200,31.55
5283,CINT2006,Intel Xeon E5-2630 v4,10.0,2200,31.55
5225,CINT2006,Intel Xeon E5-2630 v4,10.0,2200,31.55
6939,CINT2006,Intel Xeon E5-2630 v4,10.0,2200,31.65
5165,CINT2006,Intel Xeon E5-2630 v4,10.0,2200,31.65
6964,CINT2006,Intel Xeon E5-2630 v4,10.0,2200,31.7
7086,CINT2006,Intel Xeon E5-2630 v4,10.0,2200,31.7
7130,CINT2006,Intel Xeon E5-2630 v4,10.0,2200,31.7
4588,CINT2006,Intel Xeon E5-2630 v4,10.0,2200,31.65
7144,CINT2006,Intel Xeon E5-2630 v4,10.0,2200,31.7
7230,CINT2006,Intel Xeon E5-2630 v4,10.0,2200,31.3
4326,CINT2006,Intel Xeon E5-2630 v4,10.0,2200,31.6
7250,CINT2006,Intel Xeon E5-2630 v4,10.0,2200,31.3
7275,CINT2006,Intel Xeon E5-2630 v4,10.0,2200,31.3
7321,CINT2006,Intel Xeon E5-2630 v4,10.0,2200,31.25
3812,CINT2006,Intel Xeon E5-2630 v4,10.0,2200,31.6
3800,CINT2006,Intel Xeon E5-2630 v4,10.0,2200,31.7
3724,CINT2006,Intel Xeon E5-2630 v4,10.0,2200,31.45
3701,CINT2006,Intel Xeon E5-2630 v4,10.0,2200,31.4
3670,CINT2006,Intel Xeon E5-2630 v4,10.0,2200,31.5
7374,CINT2006,Intel Xeon E5-2630 v4,10.0,2200,32.7
7396,CINT2006,Intel Xeon E5-2630 v4,10.0,2200,31.45
7645,CINT2006,Intel Xeon E5-2630 v4,10.0,2200,31.75
3068,CINT2006,Intel Xeon E5-2630 v4,10.0,2200,31.5
2812,CINT2006,Intel Xeon E5-2630 v4,10.0,2200,31.5
4863,CINT2006,Intel Xeon E5-2630 v4,10.0,2200,31.6
5000,CINT2006,Intel Xeon E5-2630 v4,10.0,2200,31.6
28,CINT2006,Intel Xeon E5-2630 v4,10.0,2200,31.9
828,CINT2006,Intel Xeon E5-2630 v4,10.0,2200,31.65
6,CINT2006,Intel Xeon E5-2630 v4,10.0,2200,31.2
16,CINT2006,Intel Xeon E5-2630 v4,10.0,2200,31.3
2721,CINT2006,Intel Xeon E5-2630L,6.0,2000,19.6
2857,CINT2006,Intel Xeon E5-2630L,6.0,2000,19.7
7797,CINT2006,Intel Xeon E5-2630L,6.0,2000,19.4
7787,CINT2006,Intel Xeon E5-2630L,6.0,2000,19.4
1873,CINT2006,Intel Xeon E5-2630L,6.0,2000,19.2
737,CINT2006,Intel Xeon E5-2630L,6.0,2000,19.35
7580,CINT2006,Intel Xeon E5-2630L,6.0,2000,19.45
2963,CINT2006,Intel Xeon E5-2630L,6.0,2000,19.65
2366,CINT2006,Intel Xeon E5-2630L,6.0,2000,19.35
3413,CINT2006,Intel Xeon E5-2630L,6.0,2000,19.6
5170,CINT2006,Intel Xeon E5-2630L,6.0,2000,19.5
3174,CINT2006,Intel Xeon E5-2630L,6.0,2000,19.6
1513,CINT2006,Intel Xeon E5-2630L,6.0,2000,19.4
5457,CINT2006,Intel Xeon E5-2630L,6.0,2000,19.4
5566,CINT2006,Intel Xeon E5-2630L,6.0,2000,19.5
5671,CINT2006,Intel Xeon E5-2630L,6.0,2000,19.35
5916,CINT2006,Intel Xeon E5-2630L,6.0,2000,19.35
6037,CINT2006,Intel Xeon E5-2630L,6.0,2000,19.4
6201,CINT2006,Intel Xeon E5-2630L,6.0,2000,19.4
3633,CINT2006,Intel Xeon E5-2630L,6.0,2000,19.35
1972,CINT2006,Intel Xeon E5-2630L,6.0,2000,19.35
3595,CINT2006,Intel Xeon E5-2630L,6.0,2000,19.35
499,CINT2006,Intel Xeon E5-2630L,6.0,2000,19.2
956,CINT2006,Intel Xeon E5-2630L,6.0,2000,19.75
8592,CINT2006,Intel Xeon E5-2630L,6.0,2000,19.05
4349,CINT2006,Intel Xeon E5-2630L,6.0,2000,19.45
2757,CINT2006,Intel Xeon E5-2630L,6.0,2000,19.7
8488,CINT2006,Intel Xeon E5-2630L,6.0,2000,19.55
8485,CINT2006,Intel Xeon E5-2630L,6.0,2000,19.45
8482,CINT2006,Intel Xeon E5-2630L,6.0,2000,19.2
8343,CINT2006,Intel Xeon E5-2630L,6.0,2000,18.75
8659,CINT2006,Intel Xeon E5-2630L,6.0,2000,19.25
3141,CINT2006,Intel Xeon E5-2630L,6.0,2000,19.55
601,CINT2006,Intel Xeon E5-2630L,6.0,2000,19.35
2365,CINT2006,Intel Xeon E5-2630L v2,6.0,2400,22.8
7814,CINT2006,Intel Xeon E5-2630L v2,6.0,2400,22.9
3157,CINT2006,Intel Xeon E5-2630L v2,6.0,2400,22.9
3190,CINT2006,Intel Xeon E5-2630L v2,6.0,2400,22.95
3894,CINT2006,Intel Xeon E5-2630L v2,6.0,2400,23.2
7011,CINT2006,Intel Xeon E5-2630L v2,6.0,2400,23.2
2979,CINT2006,Intel Xeon E5-2630L v2,6.0,2400,23.0
1062,CINT2006,Intel Xeon E5-2630L v2,6.0,2400,21.7
5015,CINT2006,Intel Xeon E5-2630L v2,6.0,2400,22.95
4109,CINT2006,Intel Xeon E5-2630L v2,6.0,2400,22.95
6036,CINT2006,Intel Xeon E5-2630L v2,6.0,2400,23.1
3429,CINT2006,Intel Xeon E5-2630L v2,6.0,2400,22.95
2737,CINT2006,Intel Xeon E5-2630L v2,6.0,2400,22.75
6200,CINT2006,Intel Xeon E5-2630L v2,6.0,2400,23.0
4878,CINT2006,Intel Xeon E5-2630L v2,6.0,2400,22.95
1994,CINT2006,Intel Xeon E5-2630L v2,6.0,2400,22.8
1872,CINT2006,Intel Xeon E5-2630L v2,6.0,2400,21.4
2773,CINT2006,Intel Xeon E5-2630L v2,6.0,2400,22.9
7833,CINT2006,Intel Xeon E5-2630L v2,6.0,2400,22.9
6233,CINT2006,Intel Xeon E5-2630L v2,6.0,2400,23.1
6911,CINT2006,Intel Xeon E5-2630L v2,6.0,2400,22.9
4505,CINT2006,Intel Xeon E5-2630L v2,6.0,2400,23.2
4072,CINT2006,Intel Xeon E5-2630L v3,8.0,1800,26.5
4821,CINT2006,Intel Xeon E5-2630L v3,8.0,1800,25.0
3903,CINT2006,Intel Xeon E5-2630L v3,8.0,1800,26.55
4006,CINT2006,Intel Xeon E5-2630L v3,8.0,1800,26.3
5341,CINT2006,Intel Xeon E5-2630L v3,8.0,1800,24.8
5186,CINT2006,Intel Xeon E5-2630L v3,8.0,1800,26.85
5339,CINT2006,Intel Xeon E5-2630L v3,8.0,1800,24.75
4292,CINT2006,Intel Xeon E5-2630L v3,8.0,1800,26.8
5293,CINT2006,Intel Xeon E5-2630L v3,8.0,1800,26.85
5240,CINT2006,Intel Xeon E5-2630L v3,8.0,1800,26.85
4548,CINT2006,Intel Xeon E5-2630L v3,8.0,1800,26.9
829,CINT2006,Intel Xeon E5-2630L v3,8.0,1800,26.5
5059,CINT2006,Intel Xeon E5-2630L v3,8.0,1800,26.55
4958,CINT2006,Intel Xeon E5-2630L v3,8.0,1800,26.4
4897,CINT2006,Intel Xeon E5-2630L v3,8.0,1800,25.0
4640,CINT2006,Intel Xeon E5-2630L v3,8.0,1800,26.45
4712,CINT2006,Intel Xeon E5-2630L v3,8.0,1800,26.7
4820,CINT2006,Intel Xeon E5-2630L v3,8.0,1800,26.45
5340,CINT2006,Intel Xeon E5-2630L v3,8.0,1800,24.75
4415,CINT2006,Intel Xeon E5-2630L v3,8.0,1800,26.45
3980,CINT2006,Intel Xeon E5-2630L v3,8.0,1800,26.5
1350,CINT2006,Intel Xeon E5-2630L v3,8.0,1800,25.8
982,CINT2006,Intel Xeon E5-2630L v3,8.0,1800,26.5
2791,CINT2006,Intel Xeon E5-2630L v3,8.0,1800,26.75
2836,CINT2006,Intel Xeon E5-2630L v3,8.0,1800,26.75
2556,CINT2006,Intel Xeon E5-2630L v3,8.0,1800,26.55
7845,CINT2006,Intel Xeon E5-2630L v3,8.0,1800,26.45
1085,CINT2006,Intel Xeon E5-2630L v3,8.0,1800,26.5
7638,CINT2006,Intel Xeon E5-2630L v3,8.0,1800,26.5
7596,CINT2006,Intel Xeon E5-2630L v3,8.0,1800,26.1
7341,CINT2006,Intel Xeon E5-2630L v3,8.0,1800,26.45
7295,CINT2006,Intel Xeon E5-2630L v3,8.0,1800,26.45
7259,CINT2006,Intel Xeon E5-2630L v3,8.0,1800,26.6
7239,CINT2006,Intel Xeon E5-2630L v3,8.0,1800,26.6
7167,CINT2006,Intel Xeon E5-2630L v3,8.0,1800,26.3
3006,CINT2006,Intel Xeon E5-2630L v3,8.0,1800,26.65
7112,CINT2006,Intel Xeon E5-2630L v3,8.0,1800,26.35
7411,CINT2006,Intel Xeon E5-2630L v3,8.0,1800,26.3
3046,CINT2006,Intel Xeon E5-2630L v3,8.0,1800,26.8
7054,CINT2006,Intel Xeon E5-2630L v3,8.0,1800,27.75
6986,CINT2006,Intel Xeon E5-2630L v3,8.0,1800,26.55
5060,CINT2006,Intel Xeon E5-2630L v4,10.0,1800,29.6
2577,CINT2006,Intel Xeon E5-2630L v4,10.0,1800,29.45
4641,CINT2006,Intel Xeon E5-2630L v4,10.0,1800,29.7
3090,CINT2006,Intel Xeon E5-2630L v4,10.0,1800,29.5
1369,CINT2006,Intel Xeon E5-2630L v4,10.0,1800,29.2
7316,CINT2006,Intel Xeon E5-2630L v4,10.0,1800,29.3
2813,CINT2006,Intel Xeon E5-2630L v4,10.0,1800,29.5
5001,CINT2006,Intel Xeon E5-2630L v4,10.0,1800,29.45
830,CINT2006,Intel Xeon E5-2630L v4,10.0,1800,29.45
7391,CINT2006,Intel Xeon E5-2630L v4,10.0,1800,29.3
4416,CINT2006,Intel Xeon E5-2630L v4,10.0,1800,29.7
2010,CINT2006,Intel Xeon E5-2630L v4,10.0,1800,29.3
3719,CINT2006,Intel Xeon E5-2630L v4,10.0,1800,29.5
4864,CINT2006,Intel Xeon E5-2630L v4,10.0,1800,29.35
3696,CINT2006,Intel Xeon E5-2630L v4,10.0,1800,29.4
7077,CINT2006,Intel Xeon E5-2630L v4,10.0,1800,29.7
3665,CINT2006,Intel Xeon E5-2630L v4,10.0,1800,29.35
4589,CINT2006,Intel Xeon E5-2630L v4,10.0,1800,29.5
1901,CINT2006,Intel Xeon E5-2630L v4,10.0,1800,29.4
1086,CINT2006,Intel Xeon E5-2630L v4,10.0,1800,29.4
6933,CINT2006,Intel Xeon E5-2630L v4,10.0,1800,29.7
1351,CINT2006,Intel Xeon E5-2630L v4,10.0,1800,29.1
7270,CINT2006,Intel Xeon E5-2630L v4,10.0,1800,29.35
6959,CINT2006,Intel Xeon E5-2630L v4,10.0,1800,29.75
1527,CINT2006,Intel Xeon E5-2630L v4,10.0,1800,29.1
5337,CINT2006,Intel Xeon E5-2630L v4,10.0,1800,29.45
3025,CINT2006,Intel Xeon E5-2630L v4,10.0,1800,29.55
4327,CINT2006,Intel Xeon E5-2630L v4,10.0,1800,29.65
2399,CINT2006,Intel Xeon E5-2630L v4,10.0,1800,29.5
7186,CINT2006,Intel Xeon E5-2630L v4,10.0,1800,29.7
3819,CINT2006,Intel Xeon E5-2630L v4,10.0,1800,29.9
2398,CINT2006,Intel Xeon E5-2630L v4,10.0,1800,29.35
5284,CINT2006,Intel Xeon E5-2630L v4,10.0,1800,29.45
7227,CINT2006,Intel Xeon E5-2630L v4,10.0,1800,29.35
5226,CINT2006,Intel Xeon E5-2630L v4,10.0,1800,29.45
3069,CINT2006,Intel Xeon E5-2630L v4,10.0,1800,29.5
3770,CINT2006,Intel Xeon E5-2630L v4,10.0,1800,29.4
7247,CINT2006,Intel Xeon E5-2630L v4,10.0,1800,29.35
5166,CINT2006,Intel Xeon E5-2630L v4,10.0,1800,29.5
2599,CINT2006,Intel Xeon E5-2630L v4,10.0,1800,29.6
983,CINT2006,Intel Xeon E5-2630L v4,10.0,1800,29.45
8588,CINT2006,Intel Xeon E5-2670,8.0,2600,26.1
3619,CINT2006,Intel Xeon E5-2670,8.0,2600,26.3
258,CINT2006,Intel Xeon E5-2670,8.0,2600,25.4
746,CINT2006,Intel Xeon E5-2670,8.0,2600,26.05
3640,CINT2006,Intel Xeon E5-2670,8.0,2600,26.3
4513,CINT2006,Intel Xeon E5-2670,8.0,2600,26.35
4365,CINT2006,Intel Xeon E5-2670,8.0,2600,26.35
1073,CINT2006,Intel Xeon E5-2670,8.0,2600,26.55
1986,CINT2006,Intel Xeon E5-2670,8.0,2600,26.1
2766,CINT2006,Intel Xeon E5-2670,8.0,2600,26.55
610,CINT2006,Intel Xeon E5-2670,8.0,2600,26.1
6222,CINT2006,Intel Xeon E5-2670,8.0,2600,26.2
507,CINT2006,Intel Xeon E5-2670,8.0,2600,26.05
8533,CINT2006,Intel Xeon E5-2670,8.0,2600,26.25
3150,CINT2006,Intel Xeon E5-2670,8.0,2600,26.35
5575,CINT2006,Intel Xeon E5-2670,8.0,2600,26.25
1890,CINT2006,Intel Xeon E5-2670,8.0,2600,26.05
3602,CINT2006,Intel Xeon E5-2670,8.0,2600,26.3
211,CINT2006,Intel Xeon E5-2670,8.0,2600,25.15
5468,CINT2006,Intel Xeon E5-2670,8.0,2600,26.05
206,CINT2006,Intel Xeon E5-2670,8.0,2600,25.15
5685,CINT2006,Intel Xeon E5-2670,8.0,2600,26.15
1522,CINT2006,Intel Xeon E5-2670,8.0,2600,26.0
3183,CINT2006,Intel Xeon E5-2670,8.0,2600,26.45
5177,CINT2006,Intel Xeon E5-2670,8.0,2600,26.5
5931,CINT2006,Intel Xeon E5-2670,8.0,2600,26.0
2383,CINT2006,Intel Xeon E5-2670,8.0,2600,26.05
2730,CINT2006,Intel Xeon E5-2670,8.0,2600,26.6
2972,CINT2006,Intel Xeon E5-2670,8.0,2600,26.6
3422,CINT2006,Intel Xeon E5-2670,8.0,2600,26.45
341,CINT2006,Intel Xeon E5-2670,8.0,2600,26.2
7583,CINT2006,Intel Xeon E5-2670,8.0,2600,26.25
4806,CINT2006,Intel Xeon E5-2670,8.0,2600,26.5
2866,CINT2006,Intel Xeon E5-2670,8.0,2600,26.55
7802,CINT2006,Intel Xeon E5-2670,8.0,2600,26.15
144,CINT2006,Intel Xeon E5-2670,8.0,2600,26.15
3544,CINT2006,Intel Xeon E5-2670,8.0,2600,26.3
262,CINT2006,Intel Xeon E5-2670,8.0,2600,25.4
7790,CINT2006,Intel Xeon E5-2670,8.0,2600,26.15
6056,CINT2006,Intel Xeon E5-2670,8.0,2600,25.95
2781,CINT2006,Intel Xeon E5-2670 v2,10.0,2500,28.25
2382,CINT2006,Intel Xeon E5-2670 v2,10.0,2500,28.5
816,CINT2006,Intel Xeon E5-2670 v2,10.0,2500,25.3
