,Benchmark,Processor ,# Cores Per Chip,Processor MHz,perf_per_chip
2987,CINT2006,Intel Xeon E5-2670 v2,10.0,2500,28.45
3618,CINT2006,Intel Xeon E5-2670 v2,10.0,2500,28.05
3543,CINT2006,Intel Xeon E5-2670 v2,10.0,2500,28.05
3437,CINT2006,Intel Xeon E5-2670 v2,10.0,2500,28.5
2745,CINT2006,Intel Xeon E5-2670 v2,10.0,2500,28.45
3896,CINT2006,Intel Xeon E5-2670 v2,10.0,2500,28.5
3639,CINT2006,Intel Xeon E5-2670 v2,10.0,2500,28.2
3601,CINT2006,Intel Xeon E5-2670 v2,10.0,2500,28.2
3198,CINT2006,Intel Xeon E5-2670 v2,10.0,2500,28.5
3165,CINT2006,Intel Xeon E5-2670 v2,10.0,2500,28.45
8627,CINT2006,Intel Xeon E5-2670 v2,10.0,2500,28.35
5008,CINT2006,Intel Xeon E5-2670 v2,10.0,2500,28.75
7819,CINT2006,Intel Xeon E5-2670 v2,10.0,2500,28.45
7838,CINT2006,Intel Xeon E5-2670 v2,10.0,2500,28.45
5033,CINT2006,Intel Xeon E5-2670 v2,10.0,2500,28.5
1072,CINT2006,Intel Xeon E5-2670 v2,10.0,2500,25.45
4871,CINT2006,Intel Xeon E5-2670 v2,10.0,2500,28.85
5593,CINT2006,Intel Xeon E5-2670 v2,10.0,2500,28.5
1889,CINT2006,Intel Xeon E5-2670 v2,10.0,2500,25.4
5684,CINT2006,Intel Xeon E5-2670 v2,10.0,2500,28.4
8781,CINT2006,Intel Xeon E5-2670 v2,10.0,2500,28.3
5111,CINT2006,Intel Xeon E5-2670 v2,10.0,2500,28.8
6221,CINT2006,Intel Xeon E5-2670 v2,10.0,2500,28.5
4620,CINT2006,Intel Xeon E5-2670 v2,10.0,2500,28.85
8777,CINT2006,Intel Xeon E5-2670 v2,10.0,2500,28.25
6238,CINT2006,Intel Xeon E5-2670 v2,10.0,2500,28.6
969,CINT2006,Intel Xeon E5-2670 v2,10.0,2500,25.55
4220,CINT2006,Intel Xeon E5-2670 v2,10.0,2500,28.5
7044,CINT2006,Intel Xeon E5-2670 v2,10.0,2500,28.6
4603,CINT2006,Intel Xeon E5-2670 v2,10.0,2500,28.55
4394,CINT2006,Intel Xeon E5-2670 v2,10.0,2500,28.85
4364,CINT2006,Intel Xeon E5-2670 v2,10.0,2500,28.9
8528,CINT2006,Intel Xeon E5-2670 v2,10.0,2500,28.5
1985,CINT2006,Intel Xeon E5-2670 v2,10.0,2500,28.35
4512,CINT2006,Intel Xeon E5-2670 v2,10.0,2500,28.4
4532,CINT2006,Intel Xeon E5-2670 v2,10.0,2500,28.85
7134,CINT2006,Intel Xeon E5-2670 v2,10.0,2500,28.6
7592,CINT2006,Intel Xeon E5-2670 v2,10.0,2500,28.25
7176,CINT2006,Intel Xeon E5-2670 v3,12.0,2300,29.35
7303,CINT2006,Intel Xeon E5-2670 v3,12.0,2300,29.1
7349,CINT2006,Intel Xeon E5-2670 v3,12.0,2300,29.15
7419,CINT2006,Intel Xeon E5-2670 v3,12.0,2300,29.45
32,CINT2006,Intel Xeon E5-2670 v3,12.0,2300,30.0
7879,CINT2006,Intel Xeon E5-2670 v3,12.0,2300,29.55
2844,CINT2006,Intel Xeon E5-2670 v3,12.0,2300,29.45
3014,CINT2006,Intel Xeon E5-2670 v3,12.0,2300,29.65
2799,CINT2006,Intel Xeon E5-2670 v3,12.0,2300,29.45
8117,CINT2006,Intel Xeon E5-2670 v3,12.0,2300,29.2
8348,CINT2006,Intel Xeon E5-2670 v3,12.0,2300,29.0
21,CINT2006,Intel Xeon E5-2670 v3,12.0,2300,29.9
8566,CINT2006,Intel Xeon E5-2670 v3,12.0,2300,29.2
8607,CINT2006,Intel Xeon E5-2670 v3,12.0,2300,29.2
7856,CINT2006,Intel Xeon E5-2670 v3,12.0,2300,29.55
7121,CINT2006,Intel Xeon E5-2670 v3,12.0,2300,29.35
4011,CINT2006,Intel Xeon E5-2670 v3,12.0,2300,29.4
3056,CINT2006,Intel Xeon E5-2670 v3,12.0,2300,29.6
4077,CINT2006,Intel Xeon E5-2670 v3,12.0,2300,29.35
4309,CINT2006,Intel Xeon E5-2670 v3,12.0,2300,29.9
4440,CINT2006,Intel Xeon E5-2670 v3,12.0,2300,29.45
4441,CINT2006,Intel Xeon E5-2670 v3,12.0,2300,27.8
4566,CINT2006,Intel Xeon E5-2670 v3,12.0,2300,28.95
4665,CINT2006,Intel Xeon E5-2670 v3,12.0,2300,29.45
4696,CINT2006,Intel Xeon E5-2670 v3,12.0,2300,30.7
4722,CINT2006,Intel Xeon E5-2670 v3,12.0,2300,29.95
4843,CINT2006,Intel Xeon E5-2670 v3,12.0,2300,29.3
4844,CINT2006,Intel Xeon E5-2670 v3,12.0,2300,27.55
4903,CINT2006,Intel Xeon E5-2670 v3,12.0,2300,27.65
4979,CINT2006,Intel Xeon E5-2670 v3,12.0,2300,29.25
4980,CINT2006,Intel Xeon E5-2670 v3,12.0,2300,27.7
5078,CINT2006,Intel Xeon E5-2670 v3,12.0,2300,30.1
5079,CINT2006,Intel Xeon E5-2670 v3,12.0,2300,30.1
5080,CINT2006,Intel Xeon E5-2670 v3,12.0,2300,30.0
5081,CINT2006,Intel Xeon E5-2670 v3,12.0,2300,29.45
5203,CINT2006,Intel Xeon E5-2670 v3,12.0,2300,29.95
5258,CINT2006,Intel Xeon E5-2670 v3,12.0,2300,29.95
5259,CINT2006,Intel Xeon E5-2670 v3,12.0,2300,28.75
5311,CINT2006,Intel Xeon E5-2670 v3,12.0,2300,29.95
3908,CINT2006,Intel Xeon E5-2670 v3,12.0,2300,29.55
6993,CINT2006,Intel Xeon E5-2670 v3,12.0,2300,29.45
7063,CINT2006,Intel Xeon E5-2670 v3,12.0,2300,29.45
5312,CINT2006,Intel Xeon E5-2670 v3,12.0,2300,28.75
4666,CINT2006,Intel Xeon E5-2670 v3,12.0,2300,27.8
1360,CINT2006,Intel Xeon E5-2670 v3,12.0,2300,29.1
998,CINT2006,Intel Xeon E5-2670 v3,12.0,2300,29.4
846,CINT2006,Intel Xeon E5-2670 v3,12.0,2300,29.4
1101,CINT2006,Intel Xeon E5-2670 v3,12.0,2300,29.35
2564,CINT2006,Intel Xeon E5-2670 v3,12.0,2300,29.5
2027,CINT2006,Intel Xeon E5-2670 v3,12.0,2300,28.3
8599,CINT2006,Intel Xeon E5-2680,8.0,2700,27.35
5178,CINT2006,Intel Xeon E5-2680,8.0,2700,27.9
1074,CINT2006,Intel Xeon E5-2680,8.0,2700,27.9
4514,CINT2006,Intel Xeon E5-2680,8.0,2700,27.75
8579,CINT2006,Intel Xeon E5-2680,8.0,2700,27.6
3603,CINT2006,Intel Xeon E5-2680,8.0,2700,27.7
8324,CINT2006,Intel Xeon E5-2680,8.0,2700,26.45
4947,CINT2006,Intel Xeon E5-2680,8.0,2700,26.35
4946,CINT2006,Intel Xeon E5-2680,8.0,2700,27.75
3641,CINT2006,Intel Xeon E5-2680,8.0,2700,27.7
3151,CINT2006,Intel Xeon E5-2680,8.0,2700,28.0
611,CINT2006,Intel Xeon E5-2680,8.0,2700,27.45
2867,CINT2006,Intel Xeon E5-2680,8.0,2700,28.05
8484,CINT2006,Intel Xeon E5-2680,8.0,2700,27.3
1892,CINT2006,Intel Xeon E5-2680,8.0,2700,27.3
4808,CINT2006,Intel Xeon E5-2680,8.0,2700,27.75
2973,CINT2006,Intel Xeon E5-2680,8.0,2700,27.8
970,CINT2006,Intel Xeon E5-2680,8.0,2700,28.1
747,CINT2006,Intel Xeon E5-2680,8.0,2700,27.4
4785,CINT2006,Intel Xeon E5-2680,8.0,2700,28.15
3184,CINT2006,Intel Xeon E5-2680,8.0,2700,27.9
5932,CINT2006,Intel Xeon E5-2680,8.0,2700,27.45
5687,CINT2006,Intel Xeon E5-2680,8.0,2700,27.65
5686,CINT2006,Intel Xeon E5-2680,8.0,2700,27.5
508,CINT2006,Intel Xeon E5-2680,8.0,2700,27.3
4366,CINT2006,Intel Xeon E5-2680,8.0,2700,27.8
6058,CINT2006,Intel Xeon E5-2680,8.0,2700,27.65
5576,CINT2006,Intel Xeon E5-2680,8.0,2700,27.45
5469,CINT2006,Intel Xeon E5-2680,8.0,2700,27.7
2731,CINT2006,Intel Xeon E5-2680,8.0,2700,28.05
818,CINT2006,Intel Xeon E5-2680,8.0,2700,27.65
3423,CINT2006,Intel Xeon E5-2680,8.0,2700,27.9
1988,CINT2006,Intel Xeon E5-2680,8.0,2700,27.45
1523,CINT2006,Intel Xeon E5-2680,8.0,2700,27.5
6224,CINT2006,Intel Xeon E5-2680,8.0,2700,27.6
2385,CINT2006,Intel Xeon E5-2680,8.0,2700,27.4
2767,CINT2006,Intel Xeon E5-2680,8.0,2700,28.05
4621,CINT2006,Intel Xeon E5-2680 v2,10.0,2800,31.15
7045,CINT2006,Intel Xeon E5-2680 v2,10.0,2800,31.05
4604,CINT2006,Intel Xeon E5-2680 v2,10.0,2800,30.95
4533,CINT2006,Intel Xeon E5-2680 v2,10.0,2800,30.9
2988,CINT2006,Intel Xeon E5-2680 v2,10.0,2800,30.55
2384,CINT2006,Intel Xeon E5-2680 v2,10.0,2800,30.75
4369,CINT2006,Intel Xeon E5-2680 v2,10.0,2800,31.2
1987,CINT2006,Intel Xeon E5-2680 v2,10.0,2800,30.6
971,CINT2006,Intel Xeon E5-2680 v2,10.0,2800,27.2
4395,CINT2006,Intel Xeon E5-2680 v2,10.0,2800,31.3
4499,CINT2006,Intel Xeon E5-2680 v2,10.0,2800,31.0
4945,CINT2006,Intel Xeon E5-2680 v2,10.0,2800,31.25
4807,CINT2006,Intel Xeon E5-2680 v2,10.0,2800,31.25
817,CINT2006,Intel Xeon E5-2680 v2,10.0,2800,25.6
6057,CINT2006,Intel Xeon E5-2680 v2,10.0,2800,30.8
5594,CINT2006,Intel Xeon E5-2680 v2,10.0,2800,30.8
3199,CINT2006,Intel Xeon E5-2680 v2,10.0,2800,30.85
6223,CINT2006,Intel Xeon E5-2680 v2,10.0,2800,30.95
2746,CINT2006,Intel Xeon E5-2680 v2,10.0,2800,30.75
3438,CINT2006,Intel Xeon E5-2680 v2,10.0,2800,30.85
2782,CINT2006,Intel Xeon E5-2680 v2,10.0,2800,30.55
5047,CINT2006,Intel Xeon E5-2680 v2,10.0,2800,31.25
5034,CINT2006,Intel Xeon E5-2680 v2,10.0,2800,30.9
6239,CINT2006,Intel Xeon E5-2680 v2,10.0,2800,31.05
1075,CINT2006,Intel Xeon E5-2680 v2,10.0,2800,27.4
1891,CINT2006,Intel Xeon E5-2680 v2,10.0,2800,27.2
6928,CINT2006,Intel Xeon E5-2680 v2,10.0,2800,31.05
6922,CINT2006,Intel Xeon E5-2680 v2,10.0,2800,31.05
4115,CINT2006,Intel Xeon E5-2680 v2,10.0,2800,30.9
3166,CINT2006,Intel Xeon E5-2680 v2,10.0,2800,30.55
4083,CINT2006,Intel Xeon E5-2680 v3,12.0,2500,31.15
8329,CINT2006,Intel Xeon E5-2680 v3,12.0,2500,31.2
3915,CINT2006,Intel Xeon E5-2680 v3,12.0,2500,31.4
8349,CINT2006,Intel Xeon E5-2680 v3,12.0,2500,30.35
7350,CINT2006,Intel Xeon E5-2680 v3,12.0,2500,31.05
8330,CINT2006,Intel Xeon E5-2680 v3,12.0,2500,30.9
4018,CINT2006,Intel Xeon E5-2680 v3,12.0,2500,31.15
7177,CINT2006,Intel Xeon E5-2680 v3,12.0,2500,30.75
7264,CINT2006,Intel Xeon E5-2680 v3,12.0,2500,30.35
999,CINT2006,Intel Xeon E5-2680 v3,12.0,2500,31.1
22,CINT2006,Intel Xeon E5-2680 v3,12.0,2500,31.55
7304,CINT2006,Intel Xeon E5-2680 v3,12.0,2500,31.1
4845,CINT2006,Intel Xeon E5-2680 v3,12.0,2500,31.0
4668,CINT2006,Intel Xeon E5-2680 v3,12.0,2500,29.35
4310,CINT2006,Intel Xeon E5-2680 v3,12.0,2500,31.75
33,CINT2006,Intel Xeon E5-2680 v3,12.0,2500,32.05
8018,CINT2006,Intel Xeon E5-2680 v3,12.0,2500,31.35
8118,CINT2006,Intel Xeon E5-2680 v3,12.0,2500,28.3
40,CINT2006,Intel Xeon E5-2680 v3,12.0,2500,30.0
5314,CINT2006,Intel Xeon E5-2680 v3,12.0,2500,31.4
5313,CINT2006,Intel Xeon E5-2680 v3,12.0,2500,31.45
5261,CINT2006,Intel Xeon E5-2680 v3,12.0,2500,31.4
5260,CINT2006,Intel Xeon E5-2680 v3,12.0,2500,31.45
1361,CINT2006,Intel Xeon E5-2680 v3,12.0,2500,30.7
5204,CINT2006,Intel Xeon E5-2680 v3,12.0,2500,31.45
5082,CINT2006,Intel Xeon E5-2680 v3,12.0,2500,31.25
7868,CINT2006,Intel Xeon E5-2680 v3,12.0,2500,31.3
4982,CINT2006,Intel Xeon E5-2680 v3,12.0,2500,29.25
4981,CINT2006,Intel Xeon E5-2680 v3,12.0,2500,31.05
4904,CINT2006,Intel Xeon E5-2680 v3,12.0,2500,29.35
4846,CINT2006,Intel Xeon E5-2680 v3,12.0,2500,29.35
1102,CINT2006,Intel Xeon E5-2680 v3,12.0,2500,31.1
4723,CINT2006,Intel Xeon E5-2680 v3,12.0,2500,31.55
847,CINT2006,Intel Xeon E5-2680 v3,12.0,2500,31.1
4667,CINT2006,Intel Xeon E5-2680 v3,12.0,2500,31.25
4568,CINT2006,Intel Xeon E5-2680 v3,12.0,2500,30.95
4567,CINT2006,Intel Xeon E5-2680 v3,12.0,2500,31.45
6994,CINT2006,Intel Xeon E5-2680 v3,12.0,2500,31.15
4443,CINT2006,Intel Xeon E5-2680 v3,12.0,2500,29.35
4442,CINT2006,Intel Xeon E5-2680 v3,12.0,2500,31.25
7064,CINT2006,Intel Xeon E5-2680 v3,12.0,2500,31.1
2028,CINT2006,Intel Xeon E5-2680 v3,12.0,2500,31.0
7122,CINT2006,Intel Xeon E5-2680 v3,12.0,2500,31.05
8567,CINT2006,Intel Xeon E5-2680 v3,12.0,2500,31.0
8326,CINT2006,Intel Xeon E5-2680 v3,12.0,2500,31.35
7420,CINT2006,Intel Xeon E5-2680 v3,12.0,2500,30.85
8608,CINT2006,Intel Xeon E5-2680 v3,12.0,2500,30.8
2800,CINT2006,Intel Xeon E5-2680 v3,12.0,2500,31.15
3015,CINT2006,Intel Xeon E5-2680 v3,12.0,2500,31.55
2845,CINT2006,Intel Xeon E5-2680 v3,12.0,2500,31.15
3057,CINT2006,Intel Xeon E5-2680 v3,12.0,2500,31.45
2565,CINT2006,Intel Xeon E5-2680 v3,12.0,2500,31.2
7094,CINT2006,Intel Xeon E5-2680 v4,14.0,2400,34.35
3814,CINT2006,Intel Xeon E5-2680 v4,14.0,2400,34.25
4847,CINT2006,Intel Xeon E5-2680 v4,14.0,2400,34.1
848,CINT2006,Intel Xeon E5-2680 v4,14.0,2400,34.0
3830,CINT2006,Intel Xeon E5-2680 v4,14.0,2400,34.5
7328,CINT2006,Intel Xeon E5-2680 v4,14.0,2400,34.1
3790,CINT2006,Intel Xeon E5-2680 v4,14.0,2400,34.15
1103,CINT2006,Intel Xeon E5-2680 v4,14.0,2400,34.0
6947,CINT2006,Intel Xeon E5-2680 v4,14.0,2400,34.4
4725,CINT2006,Intel Xeon E5-2680 v4,14.0,2400,34.3
4724,CINT2006,Intel Xeon E5-2680 v4,14.0,2400,34.75
1909,CINT2006,Intel Xeon E5-2680 v4,14.0,2400,33.9
4697,CINT2006,Intel Xeon E5-2680 v4,14.0,2400,34.75
4670,CINT2006,Intel Xeon E5-2680 v4,14.0,2400,34.75
4669,CINT2006,Intel Xeon E5-2680 v4,14.0,2400,34.25
2061,CINT2006,Intel Xeon E5-2680 v4,14.0,3000,34.45
4569,CINT2006,Intel Xeon E5-2680 v4,14.0,2400,34.05
7152,CINT2006,Intel Xeon E5-2680 v4,14.0,2400,34.3
2415,CINT2006,Intel Xeon E5-2680 v4,14.0,2400,30.75
3098,CINT2006,Intel Xeon E5-2680 v4,14.0,2400,34.05
3033,CINT2006,Intel Xeon E5-2680 v4,14.0,2400,34.0
4445,CINT2006,Intel Xeon E5-2680 v4,14.0,2400,34.2
4444,CINT2006,Intel Xeon E5-2680 v4,14.0,2400,34.75
3730,CINT2006,Intel Xeon E5-2680 v4,14.0,2400,32.95
3077,CINT2006,Intel Xeon E5-2680 v4,14.0,2400,34.0
3676,CINT2006,Intel Xeon E5-2680 v4,14.0,2400,32.8
2029,CINT2006,Intel Xeon E5-2680 v4,14.0,3000,34.45
4311,CINT2006,Intel Xeon E5-2680 v4,14.0,2400,34.1
3707,CINT2006,Intel Xeon E5-2680 v4,14.0,2400,33.9
7093,CINT2006,Intel Xeon E5-2680 v4,14.0,2400,34.4
7282,CINT2006,Intel Xeon E5-2680 v4,14.0,2400,34.35
6971,CINT2006,Intel Xeon E5-2680 v4,14.0,2400,34.35
7379,CINT2006,Intel Xeon E5-2680 v4,14.0,2400,34.6
7400,CINT2006,Intel Xeon E5-2680 v4,14.0,2400,34.05
2821,CINT2006,Intel Xeon E5-2680 v4,14.0,2400,34.15
7923,CINT2006,Intel Xeon E5-2680 v4,14.0,2400,34.35
2607,CINT2006,Intel Xeon E5-2680 v4,14.0,2400,34.15
1376,CINT2006,Intel Xeon E5-2680 v4,14.0,2400,33.4
8127,CINT2006,Intel Xeon E5-2680 v4,14.0,2400,32.3
5315,CINT2006,Intel Xeon E5-2680 v4,14.0,2400,34.05
1535,CINT2006,Intel Xeon E5-2680 v4,14.0,2400,32.35
5262,CINT2006,Intel Xeon E5-2680 v4,14.0,2400,34.05
2585,CINT2006,Intel Xeon E5-2680 v4,14.0,2400,34.15
5205,CINT2006,Intel Xeon E5-2680 v4,14.0,2400,34.05
8615,CINT2006,Intel Xeon E5-2680 v4,14.0,2400,34.25
5151,CINT2006,Intel Xeon E5-2680 v4,14.0,2400,34.1
7900,CINT2006,Intel Xeon E5-2680 v4,14.0,2400,34.35
5084,CINT2006,Intel Xeon E5-2680 v4,14.0,2400,34.15
1534,CINT2006,Intel Xeon E5-2680 v4,14.0,2400,33.65
4983,CINT2006,Intel Xeon E5-2680 v4,14.0,2400,34.15
2414,CINT2006,Intel Xeon E5-2680 v4,14.0,2400,33.85
8506,CINT2006,Intel Xeon E5-2680 v4,14.0,2400,33.75
5083,CINT2006,Intel Xeon E5-2680 v4,14.0,2400,34.75
1000,CINT2006,Intel Xeon E5-2680 v4,14.0,2400,34.05
3782,CINT2006,Intel Xeon E5-2680 v4,14.0,2400,34.05
247,CINT2006,Intel Xeon E5-2690,8.0,2900,28.65
212,CINT2006,Intel Xeon E5-2690,8.0,2900,28.9
263,CINT2006,Intel Xeon E5-2690,8.0,2900,28.7
2732,CINT2006,Intel Xeon E5-2690,8.0,2900,30.4
268,CINT2006,Intel Xeon E5-2690,8.0,2900,29.8
5577,CINT2006,Intel Xeon E5-2690,8.0,2900,29.85
6060,CINT2006,Intel Xeon E5-2690,8.0,2900,29.7
141,CINT2006,Intel Xeon E5-2690,8.0,2900,29.65
5688,CINT2006,Intel Xeon E5-2690,8.0,2900,29.75
7791,CINT2006,Intel Xeon E5-2690,8.0,2900,29.9
4116,CINT2006,Intel Xeon E5-2690,8.0,2900,29.9
8074,CINT2006,Intel Xeon E5-2690,8.0,2900,29.25
4041,CINT2006,Intel Xeon E5-2690,8.0,2900,28.5
8338,CINT2006,Intel Xeon E5-2690,8.0,2900,28.4
8340,CINT2006,Intel Xeon E5-2690,8.0,2900,29.45
5933,CINT2006,Intel Xeon E5-2690,8.0,2900,29.8
3152,CINT2006,Intel Xeon E5-2690,8.0,2900,30.25
8087,CINT2006,Intel Xeon E5-2690,8.0,2900,30.05
8661,CINT2006,Intel Xeon E5-2690,8.0,2900,29.3
75,CINT2006,Intel Xeon E5-2690,8.0,2900,29.5
509,CINT2006,Intel Xeon E5-2690,8.0,2900,29.4
1894,CINT2006,Intel Xeon E5-2690,8.0,2900,29.4
4809,CINT2006,Intel Xeon E5-2690,8.0,2900,29.85
2868,CINT2006,Intel Xeon E5-2690,8.0,2900,30.2
2768,CINT2006,Intel Xeon E5-2690,8.0,2900,30.2
2974,CINT2006,Intel Xeon E5-2690,8.0,2900,30.35
7803,CINT2006,Intel Xeon E5-2690,8.0,2900,29.9
259,CINT2006,Intel Xeon E5-2690,8.0,2900,28.7
6226,CINT2006,Intel Xeon E5-2690,8.0,2900,29.7
748,CINT2006,Intel Xeon E5-2690,8.0,2900,29.6
4948,CINT2006,Intel Xeon E5-2690,8.0,2900,28.85
136,CINT2006,Intel Xeon E5-2690,8.0,2900,29.2
142,CINT2006,Intel Xeon E5-2690,8.0,2900,29.2
1990,CINT2006,Intel Xeon E5-2690,8.0,2900,29.55
4398,CINT2006,Intel Xeon E5-2690,8.0,2900,30.05
2546,CINT2006,Intel Xeon E5-2690,8.0,2900,30.15
4368,CINT2006,Intel Xeon E5-2690,8.0,2900,28.6
4367,CINT2006,Intel Xeon E5-2690,8.0,2900,29.75
8600,CINT2006,Intel Xeon E5-2690,8.0,2900,29.4
4786,CINT2006,Intel Xeon E5-2690,8.0,2900,29.75
237,CINT2006,Intel Xeon E5-2690,8.0,2900,28.4
8086,CINT2006,Intel Xeon E5-2690,8.0,2900,29.25
612,CINT2006,Intel Xeon E5-2690,8.0,2900,29.55
133,CINT2006,Intel Xeon E5-2690,8.0,2900,29.5
3424,CINT2006,Intel Xeon E5-2690,8.0,2900,30.35
8493,CINT2006,Intel Xeon E5-2690,8.0,2900,29.6
3185,CINT2006,Intel Xeon E5-2690,8.0,2900,30.35
2387,CINT2006,Intel Xeon E5-2690,8.0,2900,29.6
8573,CINT2006,Intel Xeon E5-2690,8.0,2900,29.85
8534,CINT2006,Intel Xeon E5-2690,8.0,2900,29.2
154,CINT2006,Intel Xeon E5-2690,8.0,2900,29.6
3546,CINT2006,Intel Xeon E5-2690,8.0,2900,29.85
8536,CINT2006,Intel Xeon E5-2690,8.0,2900,28.95
3621,CINT2006,Intel Xeon E5-2690,8.0,2900,29.85
3439,CINT2006,Intel Xeon E5-2690 v2,10.0,3000,30.95
819,CINT2006,Intel Xeon E5-2690 v2,10.0,3000,29.05
6927,CINT2006,Intel Xeon E5-2690 v2,10.0,3000,31.15
2747,CINT2006,Intel Xeon E5-2690 v2,10.0,3000,30.9
3620,CINT2006,Intel Xeon E5-2690 v2,10.0,3000,30.4
3200,CINT2006,Intel Xeon E5-2690 v2,10.0,3000,30.95
2386,CINT2006,Intel Xeon E5-2690 v2,10.0,3000,31.05
5112,CINT2006,Intel Xeon E5-2690 v2,10.0,3000,31.35
4370,CINT2006,Intel Xeon E5-2690 v2,10.0,3000,31.0
7839,CINT2006,Intel Xeon E5-2690 v2,10.0,3000,31.0
4872,CINT2006,Intel Xeon E5-2690 v2,10.0,3000,28.65
6225,CINT2006,Intel Xeon E5-2690 v2,10.0,3000,31.05
4605,CINT2006,Intel Xeon E5-2690 v2,10.0,3000,31.35
6923,CINT2006,Intel Xeon E5-2690 v2,10.0,3000,31.2
2989,CINT2006,Intel Xeon E5-2690 v2,10.0,3000,30.65
4622,CINT2006,Intel Xeon E5-2690 v2,10.0,3000,31.3
2783,CINT2006,Intel Xeon E5-2690 v2,10.0,3000,31.05
6247,CINT2006,Intel Xeon E5-2690 v2,10.0,3000,31.2
4117,CINT2006,Intel Xeon E5-2690 v2,10.0,3000,31.1
8621,CINT2006,Intel Xeon E5-2690 v2,10.0,3000,30.7
4042,CINT2006,Intel Xeon E5-2690 v2,10.0,3000,30.8
3545,CINT2006,Intel Xeon E5-2690 v2,10.0,3000,30.4
7820,CINT2006,Intel Xeon E5-2690 v2,10.0,3000,31.0
972,CINT2006,Intel Xeon E5-2690 v2,10.0,3000,29.05
5595,CINT2006,Intel Xeon E5-2690 v2,10.0,3000,30.85
3167,CINT2006,Intel Xeon E5-2690 v2,10.0,3000,30.9
7593,CINT2006,Intel Xeon E5-2690 v2,10.0,3000,30.9
4534,CINT2006,Intel Xeon E5-2690 v2,10.0,3000,31.35
5009,CINT2006,Intel Xeon E5-2690 v2,10.0,3000,31.4
8068,CINT2006,Intel Xeon E5-2690 v2,10.0,3000,30.5
6059,CINT2006,Intel Xeon E5-2690 v2,10.0,3000,31.15
3899,CINT2006,Intel Xeon E5-2690 v2,10.0,3000,31.2
1893,CINT2006,Intel Xeon E5-2690 v2,10.0,3000,28.85
3604,CINT2006,Intel Xeon E5-2690 v2,10.0,3000,30.6
5035,CINT2006,Intel Xeon E5-2690 v2,10.0,3000,31.5
4515,CINT2006,Intel Xeon E5-2690 v2,10.0,3000,30.9
3642,CINT2006,Intel Xeon E5-2690 v2,10.0,3000,30.6
4396,CINT2006,Intel Xeon E5-2690 v2,10.0,3000,30.95
1989,CINT2006,Intel Xeon E5-2690 v2,10.0,3000,31.05
4987,CINT2006,Intel Xeon E5-2690 v3,12.0,2600,30.6
4986,CINT2006,Intel Xeon E5-2690 v3,12.0,2600,33.05
7125,CINT2006,Intel Xeon E5-2690 v3,12.0,2600,32.35
3643,CINT2006,Intel Xeon E5-2690 v3,12.0,2600,32.1
1106,CINT2006,Intel Xeon E5-2690 v3,12.0,2600,32.5
3017,CINT2006,Intel Xeon E5-2690 v3,12.0,2600,32.7
7857,CINT2006,Intel Xeon E5-2690 v3,12.0,2600,32.75
2848,CINT2006,Intel Xeon E5-2690 v3,12.0,2600,32.6
8327,CINT2006,Intel Xeon E5-2690 v3,12.0,2600,32.9
3059,CINT2006,Intel Xeon E5-2690 v3,12.0,2600,32.7
4449,CINT2006,Intel Xeon E5-2690 v3,12.0,2600,31.45
