,Benchmark,Processor ,# Cores Per Chip,Processor MHz,perf_per_chip
10299,CINT2017,Intel Xeon Silver 4210,,2200,35.595
10502,CINT2017,Intel Xeon Silver 4210,,2200,35.1
10136,CINT2017,Intel Xeon Silver 4210,,2200,35.775
9956,CINT2017,Intel Xeon Silver 4210,,2200,35.415
14582,CINT2017,Intel Xeon Silver 4210,,2200,36.09
14544,CINT2017,Intel Xeon Silver 4210,,2200,37.035
8925,CINT2017,Intel Xeon Silver 4210,,2200,38.745
12308,CINT2017,Intel Xeon Silver 4210,,2200,36.675
14615,CINT2017,Intel Xeon Silver 4210,,2200,40.05
10885,CINT2017,Intel Xeon Silver 4210,,2200,35.550000000000004
11383,CINT2017,Intel Xeon Silver 4210,,2200,35.865
14540,CINT2017,Intel Xeon Silver 4210,,2200,36.27
12379,CINT2017,Intel Xeon Silver 4210,,2200,36.63
14075,CINT2017,Intel Xeon Silver 4210,,2200,37.08
9214,CINT2017,Intel Xeon Silver 4210R,,2400,41.355
10549,CINT2017,Intel Xeon Silver 4210R,,2400,40.185
14076,CINT2017,Intel Xeon Silver 4210R,,2400,39.285
10503,CINT2017,Intel Xeon Silver 4210R,,2400,39.735
10241,CINT2017,Intel Xeon Silver 4210R,,2400,40.41
9659,CINT2017,Intel Xeon Silver 4210R,,2400,36.585
10240,CINT2017,Intel Xeon Silver 4210R,,2400,39.825
13802,CINT2017,Intel Xeon Silver 4210R,,2400,35.910000000000004
11384,CINT2017,Intel Xeon Silver 4210R,,2400,35.055
9958,CINT2017,Intel Xeon Silver 4210R,,2400,35.325
9957,CINT2017,Intel Xeon Silver 4210R,,2400,40.275
10252,CINT2017,Intel Xeon Silver 4210R,,2400,35.325
9475,CINT2017,Intel Xeon Silver 4210R,,2400,36.63
10519,CINT2017,Intel Xeon Silver 4210R,,2400,39.78
11730,CINT2017,Intel Xeon Silver 4210R,,2400,35.595
13964,CINT2017,Intel Xeon Silver 4210R,,2400,41.265
8931,CINT2017,Intel Xeon Silver 4210R,,2400,37.44
10886,CINT2017,Intel Xeon Silver 4210R,,2400,38.115
10887,CINT2017,Intel Xeon Silver 4210R,,2400,35.055
12201,CINT2017,Intel Xeon Silver 4210R,,2400,35.595
11414,CINT2017,Intel Xeon Silver 4410T,,2700,63.45
9198,CINT2017,Intel Xeon Silver 4410T,,2700,69.3
11192,CINT2017,Intel Xeon Silver 4410T,,2700,63.0
9534,CINT2017,Intel Xeon Silver 4410T,,2700,67.05
14853,CINT2017,Intel Xeon Silver 4410T,,2700,68.39999999999999
11119,CINT2017,Intel Xeon Silver 4410T,,2700,63.45
14792,CINT2017,Intel Xeon Silver 4410T,,2700,68.85000000000001
10731,CINT2017,Intel Xeon Silver 4410T,,2700,63.45
10753,CINT2017,Intel Xeon Silver 4410T,,2700,62.55
14703,CINT2017,Intel Xeon Silver 4410T,,2700,63.0
9737,CINT2017,Intel Xeon Silver 4410T,,2700,66.60000000000001
14908,CINT2017,Intel Xeon Silver 4410T,,2700,68.39999999999999
11415,CINT2017,Intel Xeon Silver 4410Y,,2000,62.1
12619,CINT2017,Intel Xeon Silver 4410Y,,2000,65.7
9169,CINT2017,Intel Xeon Silver 4410Y,,2000,67.95
11504,CINT2017,Intel Xeon Silver 4410Y,,2000,65.7
10159,CINT2017,Intel Xeon Silver 4410Y,,2000,62.1
13978,CINT2017,Intel Xeon Silver 4410Y,,2000,66.60000000000001
11193,CINT2017,Intel Xeon Silver 4410Y,,2000,62.1
12632,CINT2017,Intel Xeon Silver 4410Y,,2000,65.7
14718,CINT2017,Intel Xeon Silver 4410Y,,2000,64.8
10182,CINT2017,Intel Xeon Silver 4410Y,,2000,62.1
11941,CINT2017,Intel Xeon Silver 4410Y,,2000,63.45
12108,CINT2017,Intel Xeon Silver 4410Y,,2000,123.3
11570,CINT2017,Intel Xeon Silver 4410Y,,2000,122.4
9535,CINT2017,Intel Xeon Silver 4410Y,,2000,64.8
11786,CINT2017,Intel Xeon Silver 4410Y,,2000,63.9
11173,CINT2017,Intel Xeon Silver 4410Y,,2000,62.55
11157,CINT2017,Intel Xeon Silver 4410Y,,2000,62.1
10732,CINT2017,Intel Xeon Silver 4410Y,,2000,62.1
14854,CINT2017,Intel Xeon Silver 4410Y,,2000,67.05
11120,CINT2017,Intel Xeon Silver 4410Y,,2000,62.1
9738,CINT2017,Intel Xeon Silver 4410Y,,2000,66.14999999999999
14793,CINT2017,Intel Xeon Silver 4410Y,,2000,67.05
10754,CINT2017,Intel Xeon Silver 4410Y,,2000,62.1
11623,CINT2017,Intel Xeon Silver 4410Y,,2000,123.3
12150,CINT2017,Intel Xeon Silver 4410Y,,2000,63.45
11492,CINT2017,Intel Xeon Silver 4410Y,,2000,126.0
14909,CINT2017,Intel Xeon Silver 4410Y,,2000,67.05
3465,CINT2006,Intel Xeon X5355,4.0,2667,8.35
8197,CINT2006,Intel Xeon X5355,4.0,2660,8.1
5975,CINT2006,Intel Xeon X5355,4.0,2667,11.15
3537,CINT2006,Intel Xeon X5355,4.0,2666,8.55
7519,CINT2006,Intel Xeon X5355,4.0,2666,9.45
7520,CINT2006,Intel Xeon X5355,4.0,2666,8.15
4055,CINT2006,Intel Xeon X5355,4.0,2666,16.2
7536,CINT2006,Intel Xeon X5355,4.0,2666,9.45
7537,CINT2006,Intel Xeon X5355,4.0,2666,8.15
8131,CINT2006,Intel Xeon X5355,4.0,2667,9.25
3999,CINT2006,Intel Xeon X5355,4.0,2666,16.2
7554,CINT2006,Intel Xeon X5355,4.0,2667,10.35
5372,CINT2006,Intel Xeon X5355,4.0,2667,9.3
8098,CINT2006,Intel Xeon X5355,4.0,2666,11.3
657,CINT2006,Intel Xeon X5355,4.0,2667,10.35
3932,CINT2006,Intel Xeon X5355,4.0,2660,16.1
3873,CINT2006,Intel Xeon X5355,4.0,2666,16.0
3862,CINT2006,Intel Xeon X5355,4.0,2666,16.4
8198,CINT2006,Intel Xeon X5355,4.0,2660,8.1
8200,CINT2006,Intel Xeon X5355,4.0,2660,8.2
8149,CINT2006,Intel Xeon X5355,4.0,2667,11.0
6578,CINT2006,Intel Xeon X5355,4.0,2666,9.55
439,CINT2006,Intel Xeon X5355,4.0,2666,16.0
7494,CINT2006,Intel Xeon X5355,4.0,2666,9.35
7487,CINT2006,Intel Xeon X5355,4.0,2666,9.45
6141,CINT2006,Intel Xeon X5355,4.0,2667,11.15
541,CINT2006,Intel Xeon X5355,4.0,2666,16.0
4197,CINT2006,Intel Xeon X5355,4.0,2666,16.2
4206,CINT2006,Intel Xeon X5355,4.0,2666,16.2
8850,CINT2006,Intel Xeon X5355,4.0,2666,11.2
8201,CINT2006,Intel Xeon X5355,4.0,2660,8.2
1216,CINT2006,Intel Xeon X5365,4.0,3000,20.0
6579,CINT2006,Intel Xeon X5365,4.0,3000,10.4
410,CINT2006,Intel Xeon X5365,4.0,3000,12.0
3934,CINT2006,Intel Xeon X5365,4.0,3000,12.15
5373,CINT2006,Intel Xeon X5365,4.0,3000,11.8
3964,CINT2006,Intel Xeon X5365,4.0,3000,12.2
8851,CINT2006,Intel Xeon X5365,4.0,3000,12.25
4058,CINT2006,Intel Xeon X5365,4.0,3000,12.15
6142,CINT2006,Intel Xeon X5365,4.0,3000,10.4
5976,CINT2006,Intel Xeon X5365,4.0,3000,12.15
4198,CINT2006,Intel Xeon X5460,4.0,3166,13.4
7545,CINT2006,Intel Xeon X5460,4.0,3160,13.65
550,CINT2006,Intel Xeon X5460,4.0,3160,13.65
4207,CINT2006,Intel Xeon X5460,4.0,3166,13.75
448,CINT2006,Intel Xeon X5460,4.0,3160,13.65
7482,CINT2006,Intel Xeon X5460,4.0,3166,13.8
7528,CINT2006,Intel Xeon X5460,4.0,3160,13.65
4059,CINT2006,Intel Xeon X5460,4.0,3166,13.85
3876,CINT2006,Intel Xeon X5460,4.0,3166,13.65
7495,CINT2006,Intel Xeon X5460,4.0,3160,13.65
4000,CINT2006,Intel Xeon X5460,4.0,3166,13.8
7511,CINT2006,Intel Xeon X5460,4.0,3167,13.7
3935,CINT2006,Intel Xeon X5460,4.0,3166,13.8
3538,CINT2006,Intel Xeon X5460,4.0,3160,13.45
6144,CINT2006,Intel Xeon X5460,4.0,3158,13.8
1719,CINT2006,Intel Xeon X5460,4.0,3166,28.6
1299,CINT2006,Intel Xeon X5460,4.0,3166,14.55
8148,CINT2006,Intel Xeon X5460,4.0,3166,13.85
5374,CINT2006,Intel Xeon X5460,4.0,3158,13.8
1286,CINT2006,Intel Xeon X5460,4.0,3166,13.85
1285,CINT2006,Intel Xeon X5460,4.0,3166,14.65
2255,CINT2006,Intel Xeon X5460,4.0,3166,28.7
5875,CINT2006,Intel Xeon X5460,4.0,3167,14.45
8852,CINT2006,Intel Xeon X5460,4.0,3166,13.75
1284,CINT2006,Intel Xeon X5460,4.0,3166,14.6
1271,CINT2006,Intel Xeon X5460,4.0,3166,14.5
1270,CINT2006,Intel Xeon X5460,4.0,3166,14.5
760,CINT2006,Intel Xeon X5460,4.0,3167,13.7
1269,CINT2006,Intel Xeon X5460,4.0,3166,14.6
5978,CINT2006,Intel Xeon X5460,4.0,3158,13.85
8041,CINT2006,Intel Xeon X5460,4.0,3167,13.7
3471,CINT2006,Intel Xeon X5460,4.0,3167,13.8
3476,CINT2006,Intel Xeon X5460,4.0,3166,13.65
3495,CINT2006,Intel Xeon X5460,4.0,3167,13.7
3501,CINT2006,Intel Xeon X5460,4.0,3167,13.7
1465,CINT2006,Intel Xeon X5460,4.0,3166,13.95
1464,CINT2006,Intel Xeon X5460,4.0,3166,14.6
309,CINT2006,Intel Xeon X5570,4.0,2933,19.3
313,CINT2006,Intel Xeon X5570,4.0,2933,19.3
278,CINT2006,Intel Xeon X5570,4.0,2933,19.25
284,CINT2006,Intel Xeon X5570,4.0,2933,19.35
5882,CINT2006,Intel Xeon X5570,4.0,2933,17.9
288,CINT2006,Intel Xeon X5570,4.0,2933,19.35
294,CINT2006,Intel Xeon X5570,4.0,2933,19.25
5657,CINT2006,Intel Xeon X5570,4.0,2933,19.3
5632,CINT2006,Intel Xeon X5570,4.0,2933,17.6
299,CINT2006,Intel Xeon X5570,4.0,2933,19.3
304,CINT2006,Intel Xeon X5570,4.0,2933,18.1
5441,CINT2006,Intel Xeon X5570,4.0,2933,19.25
5413,CINT2006,Intel Xeon X5570,4.0,2933,17.45
277,CINT2006,Intel Xeon X5570,4.0,2933,18.05
327,CINT2006,Intel Xeon X5570,4.0,2933,20.2
308,CINT2006,Intel Xeon X5570,4.0,2933,18.05
334,CINT2006,Intel Xeon X5570,4.0,2933,20.25
1239,CINT2006,Intel Xeon X5570,4.0,2933,33.7
1252,CINT2006,Intel Xeon X5570,4.0,2933,17.0
1495,CINT2006,Intel Xeon X5570,4.0,2933,17.5
1592,CINT2006,Intel Xeon X5570,4.0,2933,17.55
1758,CINT2006,Intel Xeon X5570,4.0,2933,17.55
1799,CINT2006,Intel Xeon X5570,4.0,2933,17.55
1848,CINT2006,Intel Xeon X5570,4.0,2933,19.3
1849,CINT2006,Intel Xeon X5570,4.0,2933,17.45
1949,CINT2006,Intel Xeon X5570,4.0,2933,19.0
1950,CINT2006,Intel Xeon X5570,4.0,2933,17.55
2296,CINT2006,Intel Xeon X5570,4.0,2933,17.55
2344,CINT2006,Intel Xeon X5570,4.0,2933,17.55
328,CINT2006,Intel Xeon X5570,4.0,2933,17.5
2454,CINT2006,Intel Xeon X5570,4.0,2933,17.55
792,CINT2006,Intel Xeon X5570,4.0,2933,17.9
2620,CINT2006,Intel Xeon X5570,4.0,2933,17.85
3112,CINT2006,Intel Xeon X5570,4.0,2933,18.05
3350,CINT2006,Intel Xeon X5570,4.0,2933,17.7
3384,CINT2006,Intel Xeon X5570,4.0,2933,18.05
3553,CINT2006,Intel Xeon X5570,4.0,2933,17.8
3581,CINT2006,Intel Xeon X5570,4.0,2933,17.5
584,CINT2006,Intel Xeon X5570,4.0,2933,19.0
5992,CINT2006,Intel Xeon X5570,4.0,2933,17.6
559,CINT2006,Intel Xeon X5570,4.0,2933,17.5
481,CINT2006,Intel Xeon X5570,4.0,2933,19.3
457,CINT2006,Intel Xeon X5570,4.0,2933,17.5
2509,CINT2006,Intel Xeon X5570,4.0,2933,18.15
6014,CINT2006,Intel Xeon X5570,4.0,2933,19.3
5342,CINT2006,Intel Xeon X5570,4.0,2933,18.8
7569,CINT2006,Intel Xeon X5570,4.0,2933,17.55
8150,CINT2006,Intel Xeon X5570,4.0,2933,18.4
232,CINT2006,Intel Xeon X5570,4.0,2933,19.3
221,CINT2006,Intel Xeon X5570,4.0,2933,19.25
209,CINT2006,Intel Xeon X5570,4.0,2933,19.35
274,CINT2006,Intel Xeon X5570,4.0,2933,19.25
204,CINT2006,Intel Xeon X5570,4.0,2933,19.35
7219,CINT2006,Intel Xeon X5570,4.0,2933,17.55
126,CINT2006,Intel Xeon X5570,4.0,2933,18.0
7220,CINT2006,Intel Xeon X5570,4.0,2933,17.5
130,CINT2006,Intel Xeon X5570,4.0,2933,18.05
191,CINT2006,Intel Xeon X5570,4.0,2933,19.25
190,CINT2006,Intel Xeon X5570,4.0,2933,18.05
186,CINT2006,Intel Xeon X5570,4.0,2933,19.25
182,CINT2006,Intel Xeon X5570,4.0,2933,19.25
164,CINT2006,Intel Xeon X5570,4.0,2933,18.05
8228,CINT2006,Intel Xeon X5570,4.0,2933,19.2
163,CINT2006,Intel Xeon X5570,4.0,2933,18.0
162,CINT2006,Intel Xeon X5570,4.0,2933,18.0
7384,CINT2006,Intel Xeon X5570,4.0,2933,17.65
150,CINT2006,Intel Xeon X5570,4.0,2933,18.0
7756,CINT2006,Intel Xeon X5570,4.0,2933,17.5
7748,CINT2006,Intel Xeon X5570,4.0,2933,17.5
7564,CINT2006,Intel Xeon X5570,4.0,2933,17.55
8144,CINT2006,Intel Xeon X5570,4.0,2933,17.5
8234,CINT2006,Intel Xeon X5570,4.0,2933,17.85
6563,CINT2006,Intel Xeon X5570,4.0,2933,17.95
137,CINT2006,Intel Xeon X5570,4.0,2933,18.05
239,CINT2006,Intel Xeon X5570,4.0,2933,18.1
6179,CINT2006,Intel Xeon X5570,4.0,2933,19.3
6158,CINT2006,Intel Xeon X5570,4.0,2933,17.5
8132,CINT2006,Intel Xeon X5570,4.0,2933,18.45
8137,CINT2006,Intel Xeon X5570,4.0,2933,17.45
8143,CINT2006,Intel Xeon X5570,4.0,2933,18.25
8136,CINT2006,Intel Xeon X5570,4.0,2933,18.35
8135,CINT2006,Intel Xeon X5570,4.0,2933,18.7
250,CINT2006,Intel Xeon X5570,4.0,2933,19.3
8104,CINT2006,Intel Xeon X5570,4.0,2934,17.95
243,CINT2006,Intel Xeon X5570,4.0,2933,18.05
270,CINT2006,Intel Xeon X5570,4.0,2933,19.25
8133,CINT2006,Intel Xeon X5570,4.0,2933,17.5
8100,CINT2006,Intel Xeon X5570,4.0,2934,17.8
8134,CINT2006,Intel Xeon X5570,4.0,2933,18.4
244,CINT2006,Intel Xeon X5570,4.0,2933,19.3
7764,CINT2006,Intel Xeon X5650,6.0,2667,20.0
7776,CINT2006,Intel Xeon X5650,6.0,2667,20.0
2456,CINT2006,Intel Xeon X5650,6.0,2667,19.75
2347,CINT2006,Intel Xeon X5650,6.0,2667,18.35
587,CINT2006,Intel Xeon X5650,6.0,2667,18.4
8207,CINT2006,Intel Xeon X5650,6.0,2666,18.3
1594,CINT2006,Intel Xeon X5650,6.0,2667,19.8
586,CINT2006,Intel Xeon X5650,6.0,2667,19.8
3128,CINT2006,Intel Xeon X5650,6.0,2667,18.45
2657,CINT2006,Intel Xeon X5650,6.0,2667,18.45
1852,CINT2006,Intel Xeon X5650,6.0,2667,18.45
1851,CINT2006,Intel Xeon X5650,6.0,2667,19.85
3365,CINT2006,Intel Xeon X5650,6.0,2667,18.4
722,CINT2006,Intel Xeon X5650,6.0,2667,19.85
3400,CINT2006,Intel Xeon X5650,6.0,2667,18.45
1498,CINT2006,Intel Xeon X5650,6.0,2667,18.35
2635,CINT2006,Intel Xeon X5650,6.0,2667,18.45
1800,CINT2006,Intel Xeon X5650,6.0,2667,19.85
723,CINT2006,Intel Xeon X5650,6.0,2667,18.35
2950,CINT2006,Intel Xeon X5650,6.0,2667,18.45
778,CINT2006,Intel Xeon X5650,6.0,2667,19.75
1952,CINT2006,Intel Xeon X5650,6.0,2667,19.8
2707,CINT2006,Intel Xeon X5650,6.0,2667,18.45
1953,CINT2006,Intel Xeon X5650,6.0,2667,18.4
1759,CINT2006,Intel Xeon X5650,6.0,2667,19.75
1595,CINT2006,Intel Xeon X5650,6.0,2667,18.45
8332,CINT2006,Intel Xeon X5650,6.0,2667,18.4
5443,CINT2006,Intel Xeon X5650,6.0,2667,18.3
8229,CINT2006,Intel Xeon X5650,6.0,2666,18.35
13,CINT2006,Intel Xeon X5650,6.0,2667,18.75
5415,CINT2006,Intel Xeon X5650,6.0,2667,18.4
1497,CINT2006,Intel Xeon X5650,6.0,2667,19.8
8240,CINT2006,Intel Xeon X5650,6.0,2666,18.35
5658,CINT2006,Intel Xeon X5650,6.0,2667,18.45
8785,CINT2006,Intel Xeon X5650,6.0,2666,18.3
5849,CINT2006,Intel Xeon X5650,6.0,2667,18.4
8248,CINT2006,Intel Xeon X5650,6.0,2666,18.4
5901,CINT2006,Intel Xeon X5650,6.0,2667,18.4
6181,CINT2006,Intel Xeon X5650,6.0,2667,18.4
6097,CINT2006,Intel Xeon X5650,6.0,2667,18.4
6078,CINT2006,Intel Xeon X5650,6.0,2667,18.3
6016,CINT2006,Intel Xeon X5650,6.0,2667,34.4
6017,CINT2006,Intel Xeon X5650,6.0,2667,18.4
329,CINT2006,Intel Xeon X5650,6.0,2667,19.05
335,CINT2006,Intel Xeon X5650,6.0,2667,19.1
2346,CINT2006,Intel Xeon X5650,6.0,2667,19.85
417,CINT2006,Intel Xeon X5650,6.0,2667,19.75
483,CINT2006,Intel Xeon X5650,6.0,2667,19.85
8209,CINT2006,Intel Xeon X5650,6.0,2667,18.3
484,CINT2006,Intel Xeon X5650,6.0,2667,18.45
520,CINT2006,Intel Xeon X5650,6.0,2667,19.85
7779,CINT2006,Intel Xeon X5680,6.0,3333,21.0
1254,CINT2006,Intel Xeon X5680,6.0,3333,19.15
2956,CINT2006,Intel Xeon X5680,6.0,3333,20.95
153,CINT2006,Intel Xeon X5680,6.0,3333,21.0
8101,CINT2006,Intel Xeon X5680,6.0,3333,22.0
8212,CINT2006,Intel Xeon X5680,6.0,3333,20.8
785,CINT2006,Intel Xeon X5680,6.0,3333,20.9
8251,CINT2006,Intel Xeon X5680,6.0,3333,20.95
2714,CINT2006,Intel Xeon X5680,6.0,3333,21.05
5906,CINT2006,Intel Xeon X5680,6.0,3333,20.95
2689,CINT2006,Intel Xeon X5680,6.0,3333,21.15
1960,CINT2006,Intel Xeon X5680,6.0,3333,20.95
1208,CINT2006,Intel Xeon X5680,6.0,4500,27.5
6188,CINT2006,Intel Xeon X5680,6.0,3333,20.95
143,CINT2006,Intel Xeon X5680,6.0,3333,22.2
2514,CINT2006,Intel Xeon X5680,6.0,3333,21.0
131,CINT2006,Intel Xeon X5680,6.0,3333,21.05
140,CINT2006,Intel Xeon X5680,6.0,3333,21.0
2463,CINT2006,Intel Xeon X5680,6.0,3333,20.9
1505,CINT2006,Intel Xeon X5680,6.0,3333,21.0
139,CINT2006,Intel Xeon X5680,6.0,3333,21.0
6024,CINT2006,Intel Xeon X5680,6.0,3333,20.95
2354,CINT2006,Intel Xeon X5680,6.0,3333,21.0
8255,CINT2006,Intel Xeon X5680,6.0,3333,20.9
7767,CINT2006,Intel Xeon X5680,6.0,3333,21.0
138,CINT2006,Intel Xeon X5680,6.0,3333,20.95
3584,CINT2006,Intel Xeon X5680,6.0,3333,20.4
3556,CINT2006,Intel Xeon X5680,6.0,3333,20.6
129,CINT2006,Intel Xeon X5680,6.0,3333,21.0
3535,CINT2006,Intel Xeon X5680,6.0,3333,20.9
3533,CINT2006,Intel Xeon X5680,6.0,3333,20.95
125,CINT2006,Intel Xeon X5680,6.0,3333,21.0
316,CINT2006,Intel Xeon X5680,6.0,4200,24.4
8206,CINT2006,Intel Xeon X5680,6.0,3333,20.95
730,CINT2006,Intel Xeon X5680,6.0,3333,21.0
3406,CINT2006,Intel Xeon X5680,6.0,3333,20.9
594,CINT2006,Intel Xeon X5680,6.0,3333,20.95
6565,CINT2006,Intel Xeon X5680,6.0,3333,19.05
8233,CINT2006,Intel Xeon X5680,6.0,3333,20.9
8079,CINT2006,Intel Xeon X5680,6.0,3333,20.75
492,CINT2006,Intel Xeon X5680,6.0,3333,20.95
8238,CINT2006,Intel Xeon X5680,6.0,3333,21.05
5450,CINT2006,Intel Xeon X5680,6.0,3333,20.85
1860,CINT2006,Intel Xeon X5680,6.0,3333,20.95
5422,CINT2006,Intel Xeon X5680,6.0,3333,21.05
8236,CINT2006,Intel Xeon X5680,6.0,3333,20.9
3134,CINT2006,Intel Xeon X5680,6.0,3333,20.9
1602,CINT2006,Intel Xeon X5690,6.0,3467,25.05
1603,CINT2006,Intel Xeon X5690,6.0,3467,23.35
1862,CINT2006,Intel Xeon X5690,6.0,3467,25.15
1963,CINT2006,Intel Xeon X5690,6.0,3467,23.35
1508,CINT2006,Intel Xeon X5690,6.0,3467,23.3
1962,CINT2006,Intel Xeon X5690,6.0,3467,25.05
1863,CINT2006,Intel Xeon X5690,6.0,3467,23.35
1507,CINT2006,Intel Xeon X5690,6.0,3467,25.15
6026,CINT2006,Intel Xeon X5690,6.0,3467,22.8
2465,CINT2006,Intel Xeon X5690,6.0,3467,23.3
2356,CINT2006,Intel Xeon X5690,6.0,3467,23.25
3585,CINT2006,Intel Xeon X5690,6.0,3466,22.25
3623,CINT2006,Intel Xeon X5690,6.0,3466,23.25
3625,CINT2006,Intel Xeon X5690,6.0,3466,23.35
596,CINT2006,Intel Xeon X5690,6.0,3467,23.35
7768,CINT2006,Intel Xeon X5690,6.0,3467,23.6
7781,CINT2006,Intel Xeon X5690,6.0,3467,23.6
3970,CINT2006,Intel Xeon X5690,6.0,3467,44.8
4069,CINT2006,Intel Xeon X5690,6.0,3467,22.4
494,CINT2006,Intel Xeon X5690,6.0,3467,23.35
5424,CINT2006,Intel Xeon X5690,6.0,3467,23.1
5452,CINT2006,Intel Xeon X5690,6.0,3467,22.6
5908,CINT2006,Intel Xeon X5690,6.0,3467,23.4
6190,CINT2006,Intel Xeon X5690,6.0,3467,23.2
4003,CINT2006,Intel Xeon X5690,6.0,3467,22.35
3408,CINT2006,Intel Xeon X5690,6.0,3467,23.35
3557,CINT2006,Intel Xeon X5690,6.0,3466,22.2
787,CINT2006,Intel Xeon X5690,6.0,3467,23.3
2515,CINT2006,Intel Xeon X5690,6.0,3467,23.35
794,CINT2006,Intel Xeon X5690,6.0,3467,25.0
8059,CINT2006,Intel Xeon X5690,6.0,3467,23.0
8102,CINT2006,Intel Xeon X5690,6.0,3467,22.95
2691,CINT2006,Intel Xeon X5690,6.0,3467,22.9
2716,CINT2006,Intel Xeon X5690,6.0,3467,22.8
2958,CINT2006,Intel Xeon X5690,6.0,3467,23.25
732,CINT2006,Intel Xeon X5690,6.0,3467,23.25
76,CINT2006,Intel Xeon X5690,6.0,3467,22.75
8080,CINT2006,Intel Xeon X5690,6.0,3467,23.1
3136,CINT2006,Intel Xeon X5690,6.0,3467,23.35
7553,CINT2006,Intel Xeon X7350,4.0,2933,6.125
7009,CINT2006,Intel Xeon X7350,4.0,2933,6.075
8155,CINT2006,Intel Xeon X7350,4.0,2933,6.25
625,CINT2006,Intel Xeon X7460,6.0,2667,6.275
6303,CINT2006,Intel Xeon X7460,6.0,2667,6.375
2123,CINT2006,Intel Xeon X7460,6.0,2666,6.275
6541,CINT2006,Intel Xeon X7460,6.0,2666,6.25
8156,CINT2006,Intel Xeon X7460,6.0,2667,6.325
7934,CINT2006,Intel Xeon X7460,6.0,2667,6.275
4148,CINT2006,Intel Xeon X7460,6.0,2667,6.275
7937,CINT2006,Intel Xeon X7560,8.0,2267,7.925
2153,CINT2006,Intel Xeon X7560,8.0,2266,8.6
5513,CINT2006,Intel Xeon X7560,8.0,2267,16.05
5514,CINT2006,Intel Xeon X7560,8.0,2267,8.1
6322,CINT2006,Intel Xeon X7560,8.0,2267,16.05
6321,CINT2006,Intel Xeon X7560,8.0,2267,8.15
655,CINT2006,Intel Xeon X7560,8.0,2266,8.6
6279,CINT2006,Intel Xeon X7560,8.0,2267,16.1
2154,CINT2006,Intel Xeon X7560,8.0,2267,8.1
656,CINT2006,Intel Xeon X7560,8.0,2267,8.1
3220,CINT2006,Intel Xeon X7560,8.0,2267,8.075
